,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,y
5646,1,1,3,0,2,0,1,6,1,1,0
5647,3,1,0,0,0,0,1,6,1,1,0
5648,7,1,5,0,2,0,1,6,1,1,0
5649,9,1,0,1,2,2,1,6,1,1,0
5650,9,2,7,1,2,0,1,6,1,1,0
5651,8,2,3,0,2,2,1,6,1,1,0
5652,7,1,3,1,2,0,1,6,1,1,1
5653,3,0,3,1,2,0,1,6,1,1,0
5654,11,1,7,1,2,0,1,6,1,1,0
5655,0,2,6,0,2,2,1,6,1,1,0
5656,9,2,7,0,2,0,1,6,1,1,0
5657,0,2,6,0,0,0,1,6,1,1,0
5658,7,1,3,1,2,0,1,6,1,1,0
5659,0,2,3,0,2,0,1,6,1,1,0
5660,5,1,3,0,2,0,1,6,1,1,0
5661,7,1,3,1,0,0,1,6,1,1,0
5662,5,1,3,1,2,2,1,6,1,1,0
5663,9,1,5,1,0,0,1,6,1,1,0
5664,1,1,0,1,0,0,1,6,1,1,0
5665,6,1,6,0,0,0,1,6,1,1,0
5666,7,1,3,0,0,0,1,6,1,1,0
5667,5,2,2,1,2,2,1,6,1,1,0
5668,1,1,0,1,2,0,1,6,1,1,0
5669,1,1,0,1,2,2,1,6,1,1,0
5670,5,1,2,0,0,2,1,6,1,1,0
5671,4,1,5,0,2,0,1,6,1,1,0
5672,0,2,6,0,0,0,1,6,1,1,0
5673,1,1,1,1,2,2,1,6,1,1,0
5674,1,2,3,0,0,2,1,6,1,1,0
5675,5,1,7,1,0,0,1,6,1,1,0
5676,4,1,6,0,0,2,1,6,1,1,0
5677,0,2,6,0,0,0,1,6,1,1,0
5678,0,1,1,0,0,0,1,6,1,1,0
5679,2,0,3,0,0,0,1,6,1,1,0
5680,9,1,5,0,0,0,1,6,1,1,0
5681,0,2,2,0,2,0,1,6,1,1,0
5682,1,1,2,0,2,0,1,6,1,1,0
5683,0,1,3,1,2,2,1,6,1,1,0
5684,11,1,1,1,0,0,1,6,1,1,0
5685,7,1,1,1,2,0,1,6,1,1,0
5686,4,0,2,0,2,2,1,6,1,1,0
5687,0,2,3,0,2,0,1,6,1,1,0
5688,0,2,6,0,0,0,1,6,1,1,0
5689,10,1,1,0,2,2,1,6,1,1,0
5690,1,2,2,0,2,0,1,6,1,1,0
5691,9,1,6,0,0,0,1,6,1,1,0
5692,1,2,3,0,1,1,1,6,1,1,0
5693,7,2,3,1,0,0,1,6,1,1,0
5694,0,1,6,0,2,2,1,6,1,1,0
5695,2,1,2,0,2,0,1,6,1,1,0
5696,9,0,5,0,2,0,1,6,1,1,0
5697,4,0,6,0,0,0,1,6,1,1,0
5698,1,2,2,0,0,0,1,6,1,1,0
5699,0,2,6,0,0,0,1,6,1,1,1
5700,1,2,0,0,2,0,1,6,1,1,0
5701,0,1,6,1,2,0,1,6,1,1,0
5702,0,2,6,0,2,0,1,6,1,1,0
5703,0,0,6,0,2,0,1,6,1,1,0
5704,2,1,3,0,0,2,1,6,1,1,0
5705,0,2,6,0,0,0,1,6,1,1,0
5706,0,1,3,0,0,0,1,6,1,1,0
5707,2,1,3,0,2,2,1,6,1,1,1
5708,1,2,0,1,2,0,1,6,1,1,0
5709,0,1,6,0,2,0,1,6,1,1,0
5710,9,2,3,0,0,0,1,6,1,1,0
5711,7,2,1,1,0,0,1,6,1,1,0
5712,1,1,2,0,2,2,1,6,1,1,0
5713,1,1,0,0,2,0,1,6,1,1,0
5714,9,1,5,0,0,0,1,6,1,1,0
5715,1,1,2,0,0,0,1,6,1,1,0
5716,0,1,3,0,0,0,1,6,1,1,0
5717,10,1,6,1,0,0,1,6,1,1,0
5718,0,1,3,0,2,0,1,6,1,1,0
5719,0,2,3,0,0,0,1,6,1,1,0
5720,2,0,3,1,2,0,1,6,1,1,0
5721,9,1,6,0,0,0,1,6,1,1,0
5722,9,2,3,0,2,0,1,6,1,1,0
5723,0,1,3,0,2,0,1,6,1,1,0
5724,0,1,6,0,2,0,1,6,1,1,0
5725,9,0,5,0,0,0,1,6,1,1,0
5726,4,2,3,0,0,0,1,6,1,1,0
5727,4,1,6,0,2,0,1,6,1,1,0
5728,1,1,1,0,2,0,1,6,1,1,0
5729,5,1,1,1,0,0,1,6,1,1,0
5730,0,1,3,0,0,2,1,6,1,1,0
5731,10,1,2,1,2,2,1,6,1,1,1
5732,1,2,2,1,2,2,1,6,1,1,0
5733,0,1,6,0,0,2,1,6,1,1,0
5734,1,1,1,0,0,2,1,6,1,1,0
5735,9,2,6,0,0,0,1,6,1,1,0
5736,9,1,5,0,2,0,1,6,1,1,0
5737,3,1,3,0,2,0,1,6,1,1,0
5738,0,2,3,1,2,0,1,6,1,1,0
5739,1,1,3,0,0,2,1,6,1,1,0
5740,9,2,2,0,0,0,1,6,1,1,0
5741,1,1,7,0,2,0,1,6,1,1,0
5742,4,1,6,1,2,0,1,6,1,1,0
5743,0,1,3,0,0,2,1,6,1,1,0
5744,4,1,6,0,0,0,1,6,1,1,0
5745,0,2,3,0,0,2,1,6,1,1,0
5746,2,1,6,1,2,0,1,6,1,1,0
5747,9,1,5,0,0,0,1,6,1,1,0
5748,1,2,2,1,2,0,1,6,1,1,0
5749,7,2,2,0,0,0,1,6,1,1,0
5750,0,2,3,0,2,0,1,6,1,1,0
5751,0,2,6,0,0,2,1,6,1,1,0
5752,0,1,6,0,2,0,1,6,1,1,0
5753,4,1,6,0,2,0,1,6,1,1,0
5754,0,2,3,0,2,0,1,6,1,1,0
5755,9,0,5,0,2,0,1,6,1,1,0
5756,0,1,3,0,0,0,1,6,1,1,0
5757,1,1,0,0,2,0,1,6,1,1,0
5758,7,1,3,1,2,0,1,6,1,1,0
5759,7,1,3,1,2,0,1,6,1,1,0
5760,11,1,1,0,2,0,1,6,1,1,0
5761,1,1,0,0,0,0,1,6,1,1,0
5762,1,1,2,1,2,2,1,6,1,1,0
5763,4,1,6,0,0,0,1,6,1,1,0
5764,0,1,3,0,0,2,1,6,1,1,0
5765,3,1,2,0,2,0,1,6,1,1,0
5766,9,0,5,0,2,0,1,6,1,1,0
5767,1,1,5,0,0,0,1,6,1,1,0
5768,6,1,6,0,2,0,1,6,1,1,0
5769,1,1,7,1,0,2,1,6,1,1,0
5770,0,1,0,0,0,0,1,6,1,1,0
5771,1,2,0,0,2,0,1,6,1,1,0
5772,1,1,2,0,0,0,1,6,1,1,0
5773,0,2,3,0,0,0,1,6,1,1,0
5774,6,2,6,0,0,0,1,6,1,1,0
5775,9,2,6,0,0,2,1,6,1,1,0
5776,5,1,5,1,2,2,1,6,1,1,0
5777,5,1,2,0,1,1,1,6,1,1,0
5778,1,1,2,1,0,0,1,6,1,1,0
5779,1,1,3,0,0,0,1,6,1,1,0
5780,4,1,6,0,0,0,1,6,1,1,1
5781,1,1,1,1,0,0,1,6,1,1,0
5782,6,1,2,1,0,0,1,6,1,1,0
5783,0,0,6,0,0,0,1,6,1,1,0
5784,1,1,3,1,2,2,1,6,1,1,1
5785,1,1,1,1,0,0,1,6,1,1,0
5786,1,1,1,1,0,0,1,6,1,1,0
5787,7,1,1,0,0,0,1,6,1,1,0
5788,10,1,7,0,0,0,1,6,1,1,0
5789,9,1,2,1,0,0,1,6,1,1,0
5790,6,2,5,0,2,0,1,6,1,1,0
5791,7,2,2,0,0,0,1,6,1,1,0
5792,1,2,1,0,0,0,1,6,1,1,0
5793,0,2,3,0,2,0,1,6,1,1,0
5794,0,1,3,0,0,0,1,6,1,1,0
5795,0,2,3,1,0,0,1,6,1,1,0
5796,4,1,5,1,0,0,1,6,1,1,0
5797,7,1,3,1,2,2,1,6,1,1,0
5798,1,1,2,0,0,2,1,6,1,1,0
5799,10,1,3,1,0,0,1,6,1,1,0
5800,4,1,1,0,2,0,1,6,1,1,0
5801,4,1,6,0,2,0,1,6,1,1,0
5802,0,2,7,1,0,0,1,6,1,1,0
5803,10,1,5,0,2,2,1,6,1,1,0
5804,9,2,5,0,2,0,1,6,1,1,0
5805,0,2,3,0,2,0,1,6,1,1,0
5806,0,1,6,0,0,0,1,6,1,1,0
5807,7,1,3,0,2,0,1,6,1,1,0
5808,8,2,7,1,2,0,1,6,1,1,0
5809,7,1,3,0,0,0,1,6,1,1,0
5810,6,1,2,1,0,2,1,6,1,1,0
5811,2,0,6,1,0,2,1,6,1,1,0
5812,7,1,3,0,0,0,1,6,1,1,0
5813,4,1,1,0,2,0,1,6,1,1,0
5814,5,1,0,1,2,0,1,6,1,1,0
5815,10,1,2,1,2,0,1,6,1,1,0
5816,9,2,6,0,2,0,1,6,1,1,0
5817,7,1,3,0,2,2,1,6,1,1,0
5818,6,2,6,0,0,0,1,6,1,1,1
5819,0,2,3,0,2,0,1,6,1,1,0
5820,1,1,5,1,2,0,1,6,1,1,0
5821,1,2,2,0,2,0,1,6,1,1,0
5822,9,1,5,0,0,0,1,6,1,1,0
5823,9,1,2,0,0,0,1,6,1,1,0
5824,2,2,7,0,2,0,1,6,1,1,0
5825,1,1,2,0,0,0,1,6,1,1,0
5826,7,1,3,0,2,0,1,6,1,1,0
5827,0,2,6,0,2,0,1,6,1,1,0
5828,1,1,3,0,0,0,1,6,1,1,0
5829,0,1,6,0,0,0,1,6,1,1,0
5830,1,1,2,0,0,0,1,6,1,1,0
5831,1,1,1,1,2,0,1,6,1,1,0
5832,9,2,6,0,0,0,1,6,1,1,0
5833,0,0,6,0,0,0,1,6,1,1,0
5834,6,1,2,1,0,0,1,6,1,1,0
5835,1,1,2,1,2,0,1,6,1,1,0
5836,0,2,6,0,2,0,1,6,1,1,0
5837,9,1,5,1,2,0,1,6,1,1,0
5838,2,1,2,1,0,0,1,6,1,1,0
5839,0,0,6,0,2,2,1,6,1,1,0
5840,0,1,5,0,0,0,1,6,1,1,0
5841,3,1,2,1,2,0,1,6,1,1,0
5842,7,2,3,0,0,0,1,6,1,1,0
5843,0,1,3,0,0,0,1,6,1,1,0
5844,0,1,6,0,0,0,1,6,1,1,0
5845,9,0,5,0,0,0,1,6,1,1,0
5846,6,1,3,0,0,0,1,6,1,1,0
5847,0,1,6,0,0,0,1,6,1,1,0
5848,0,1,6,0,2,0,1,6,1,1,0
5849,4,1,7,1,2,0,1,6,1,1,0
5850,1,1,0,1,2,0,1,6,1,1,1
5851,1,1,0,1,2,2,1,6,1,1,0
5852,2,1,2,0,0,0,1,6,1,1,1
5853,1,1,3,0,2,2,1,6,1,1,0
5854,0,1,6,0,0,0,1,6,1,1,0
5855,0,1,6,1,2,2,1,6,1,1,0
5856,1,1,1,0,0,0,1,6,1,1,0
5857,1,1,2,0,2,0,1,6,1,1,0
5858,0,1,6,1,2,0,1,6,1,1,0
5859,1,2,0,0,0,0,1,6,1,1,0
5860,9,2,5,0,2,2,1,6,1,1,0
5861,0,0,3,0,0,0,1,6,1,1,0
5862,4,1,3,0,0,0,1,6,1,1,0
5863,0,1,2,0,2,0,1,6,1,1,1
5864,4,1,6,0,2,2,1,6,1,1,0
5865,1,2,3,1,2,0,1,6,1,1,0
5866,4,0,3,0,2,0,1,6,1,1,0
5867,1,1,2,1,2,0,1,6,1,1,0
5868,9,1,5,0,2,2,1,6,1,1,0
5869,0,0,3,0,2,0,1,6,1,1,0
5870,1,2,5,1,0,0,1,6,1,1,0
5871,1,1,2,0,2,2,1,6,1,1,0
5872,4,2,3,0,2,0,1,6,1,1,0
5873,1,1,3,1,2,0,1,6,1,1,0
5874,0,1,6,0,2,2,1,6,1,1,0
5875,1,1,2,0,0,0,1,6,1,1,0
5876,9,1,5,0,0,0,1,6,1,1,0
5877,9,2,6,1,2,2,1,6,1,1,0
5878,0,1,3,0,2,0,1,6,1,1,0
5879,7,1,3,0,0,0,1,6,1,1,0
5880,7,2,3,0,0,0,1,6,1,1,0
5881,9,1,6,1,0,2,1,6,1,1,0
5882,2,1,1,1,0,0,1,6,1,1,0
5883,7,2,3,0,0,0,1,6,1,1,0
5884,0,2,6,0,2,2,1,6,1,1,0
5885,1,1,2,1,0,0,1,6,1,1,0
5886,1,0,2,1,0,0,1,6,1,1,0
5887,7,0,3,0,0,2,1,6,1,1,0
5888,1,1,0,1,2,0,1,6,1,1,0
5889,1,1,0,0,2,0,1,6,1,1,0
5890,3,1,0,1,0,0,1,6,1,1,0
5891,9,2,5,1,2,0,1,6,1,1,0
5892,9,2,5,0,0,0,1,6,1,1,0
5893,1,1,2,0,2,0,1,6,1,1,0
5894,4,1,6,0,0,0,1,6,1,1,0
5895,8,2,6,0,2,0,1,6,1,1,0
5896,1,1,1,0,0,0,1,6,1,1,0
5897,1,1,0,0,0,0,1,6,1,1,0
5898,11,1,3,1,2,2,1,6,1,1,0
5899,1,1,0,0,2,0,1,6,1,1,0
5900,11,1,7,1,0,0,1,6,1,1,0
5901,2,1,2,0,0,0,1,6,1,1,0
5902,5,0,3,0,2,0,1,6,1,1,0
5903,1,1,2,0,2,0,1,6,1,1,0
5904,4,2,6,0,0,0,1,6,1,1,0
5905,7,0,3,0,2,2,1,6,1,1,0
5906,1,2,3,0,2,0,1,6,1,1,0
5907,9,1,5,0,2,0,1,6,1,1,0
5908,9,1,5,0,2,0,1,6,1,1,0
5909,0,0,2,0,2,2,1,6,1,1,0
5910,1,1,2,0,0,0,1,6,1,1,0
5911,1,1,3,0,0,0,1,6,1,1,0
5912,9,1,5,0,2,0,1,6,3,1,0
5913,1,1,3,0,2,2,1,6,3,1,0
5914,0,1,5,0,2,0,1,6,3,1,0
5915,1,1,0,0,2,0,1,6,3,1,0
5916,7,1,3,1,2,2,1,6,3,1,0
5917,3,0,7,1,2,0,1,6,3,1,0
5918,1,2,1,0,0,2,1,6,3,1,0
5919,1,1,3,0,0,2,1,6,3,1,0
5920,7,1,3,0,2,0,1,6,3,1,0
5921,4,1,6,0,2,0,1,6,3,1,0
5922,0,1,1,1,2,0,1,6,3,1,0
5923,2,1,6,0,0,0,1,6,3,1,0
5924,1,1,1,1,2,2,1,6,3,1,0
5925,1,1,0,0,0,0,1,6,3,1,0
5926,9,0,6,0,0,0,1,6,3,1,0
5927,1,1,3,1,2,0,1,6,3,1,0
5928,9,2,5,0,2,0,1,6,3,1,0
5929,2,1,6,0,2,0,1,6,3,1,0
5930,0,2,1,0,0,0,1,6,3,1,0
5931,4,1,3,0,2,2,1,6,3,1,0
5932,1,1,2,0,2,0,1,6,3,1,0
5933,2,1,6,1,0,0,1,6,3,1,0
5934,0,2,6,0,0,0,1,6,3,1,0
5935,4,1,3,0,2,2,1,6,3,1,0
5936,1,2,3,0,0,0,1,6,3,1,0
5937,1,1,2,0,2,0,1,6,3,1,0
5938,4,1,7,1,0,0,1,6,3,1,0
5939,1,1,5,0,2,0,1,6,3,1,0
5940,0,1,3,1,0,0,1,6,3,1,0
5941,7,1,3,0,2,0,1,6,3,1,0
5942,4,1,7,0,0,0,1,6,3,1,0
5943,1,1,0,0,2,0,1,6,3,1,0
5944,1,0,1,0,0,0,1,6,3,1,0
5945,1,1,0,0,0,0,1,6,3,1,0
5946,1,1,2,0,0,0,1,6,3,1,0
5947,0,1,2,0,2,2,1,6,3,1,0
5948,7,0,7,0,2,0,1,6,3,1,1
5949,0,1,3,0,2,0,1,6,3,1,0
5950,1,1,5,0,2,2,1,6,3,1,0
5951,4,1,5,0,0,0,1,6,3,1,0
5952,0,2,6,1,0,0,1,6,3,1,0
5953,9,2,3,0,2,2,1,6,3,1,0
5954,3,1,2,0,0,0,1,6,3,1,0
5955,9,2,3,1,2,2,1,6,3,1,0
5956,9,2,5,0,0,0,1,6,3,1,0
5957,0,1,6,0,2,0,1,6,3,1,0
5958,7,1,7,0,2,0,1,6,3,1,0
5959,1,1,1,0,2,0,1,6,3,1,0
5960,4,1,3,0,0,0,1,6,3,1,0
5961,1,1,2,0,2,0,1,6,3,1,0
5962,0,1,3,1,2,2,1,6,3,1,0
5963,7,1,6,0,2,0,1,6,3,1,0
5964,11,1,0,0,0,0,1,6,3,1,0
5965,9,1,5,0,0,0,1,6,3,1,0
5966,1,1,2,0,2,0,1,6,3,1,0
5967,2,1,2,0,0,0,1,6,3,1,0
5968,1,1,1,0,0,0,1,6,3,1,0
5969,1,1,2,0,0,0,1,6,3,1,0
5970,9,1,2,0,2,0,1,6,3,1,0
5971,0,2,3,0,2,0,1,6,3,1,0
5972,8,2,6,0,2,0,1,6,3,1,0
5973,1,1,2,0,0,2,1,6,3,1,0
5974,2,1,2,0,0,0,1,6,3,1,0
5975,3,1,0,0,2,0,1,6,3,1,0
5976,2,1,0,0,0,0,1,6,3,1,0
5977,9,1,5,0,0,0,1,6,3,1,0
5978,7,1,5,0,2,0,1,6,3,1,1
5979,4,1,6,0,2,0,1,6,3,1,0
5980,1,1,3,0,2,0,1,6,3,1,0
5981,1,1,0,0,2,0,1,6,3,1,0
5982,6,2,3,0,2,0,1,6,3,1,0
5983,5,1,3,1,0,0,1,6,3,1,0
5984,7,2,3,0,2,0,1,6,3,1,0
5985,7,2,3,0,2,0,1,6,3,1,0
5986,1,1,2,0,0,0,1,6,3,1,0
5987,10,1,5,0,0,0,1,6,3,1,0
5988,9,2,3,0,2,0,1,6,3,1,0
5989,1,1,1,1,0,0,1,6,3,1,0
5990,0,2,6,1,2,0,1,6,3,1,0
5991,1,2,2,0,0,0,1,6,3,1,0
5992,9,1,6,0,0,0,1,6,3,1,0
5993,7,2,2,0,0,0,1,6,3,1,0
5994,7,2,3,1,0,2,1,6,3,1,0
5995,1,0,2,1,0,0,1,6,3,1,0
5996,7,1,3,0,2,0,1,6,3,1,0
5997,3,0,0,1,0,0,1,6,3,1,0
5998,9,2,6,0,2,0,1,6,3,1,1
5999,0,2,6,0,2,0,1,6,3,1,0
6000,1,1,1,1,0,0,1,6,3,1,0
6001,9,1,5,0,2,0,1,6,3,1,0
6002,1,1,0,0,1,1,1,6,3,1,0
6003,1,1,1,1,0,0,1,6,3,1,0
6004,3,1,6,0,2,0,1,6,3,1,0
6005,0,2,3,0,0,0,1,6,3,1,0
6006,1,1,2,0,0,0,1,6,3,1,0
6007,4,1,6,0,2,0,1,6,3,1,0
6008,1,2,1,0,0,0,1,6,3,1,0
6009,9,1,5,0,2,2,1,6,3,1,0
6010,10,2,3,0,2,0,1,6,3,1,0
6011,7,1,3,0,2,2,1,6,3,1,0
6012,1,1,2,0,2,0,1,6,3,1,0
6013,9,0,5,0,1,1,1,6,3,1,0
6014,1,1,5,1,2,0,1,6,3,1,0
6015,2,1,3,0,0,0,1,6,3,1,0
6016,7,2,3,0,0,0,1,6,3,1,0
6017,0,1,3,0,2,2,1,6,3,1,0
6018,1,1,2,0,0,0,1,6,3,1,1
6019,9,1,6,0,0,0,1,6,3,1,0
6020,0,0,3,0,0,0,1,6,3,1,0
6021,4,1,3,0,0,0,1,6,3,1,0
6022,0,2,6,0,0,0,1,6,3,1,0
6023,1,1,1,1,0,0,1,6,3,1,0
6024,7,1,2,1,2,0,1,6,3,1,0
6025,1,2,2,0,2,0,1,6,3,1,0
6026,1,0,1,1,0,0,1,6,3,1,0
6027,3,1,0,0,0,0,1,6,3,1,0
6028,9,0,2,1,0,0,1,6,3,1,0
6029,9,2,5,0,0,0,1,6,3,1,0
6030,7,1,3,0,0,0,1,6,3,1,0
6031,9,0,2,1,2,2,1,6,3,1,0
6032,4,1,0,0,2,0,1,6,3,1,0
6033,10,1,5,0,0,0,1,6,3,1,0
6034,7,1,2,0,0,0,1,6,3,1,0
6035,9,2,5,0,0,0,1,6,3,1,0
6036,2,1,0,0,2,0,1,6,3,1,0
6037,1,1,2,1,0,0,1,6,3,1,0
6038,7,0,3,0,2,0,1,6,3,1,0
6039,3,1,0,0,2,0,1,6,3,1,0
6040,1,1,0,1,2,0,1,6,3,1,0
6041,1,1,0,0,2,0,1,6,3,1,0
6042,9,2,6,0,2,0,1,6,3,1,0
6043,1,1,2,0,0,0,1,6,3,1,0
6044,11,1,1,1,2,0,1,6,3,1,0
6045,1,1,0,1,0,0,1,6,3,1,0
6046,9,2,5,0,0,0,1,6,3,1,0
6047,2,0,3,0,2,0,1,6,3,1,0
6048,7,2,3,0,2,2,1,6,3,1,0
6049,3,1,0,0,0,0,1,6,3,1,0
6050,0,0,3,0,0,0,1,6,3,1,0
6051,0,1,1,0,2,2,1,6,3,1,0
6052,0,1,1,0,2,0,1,6,3,1,0
6053,2,1,2,1,0,0,1,6,3,1,0
6054,0,2,6,0,2,0,1,6,3,1,0
6055,1,1,2,0,1,1,1,6,3,1,0
6056,9,2,5,0,0,0,1,6,3,1,0
6057,6,1,2,1,2,2,1,6,3,1,0
6058,9,2,5,0,2,0,1,6,3,1,0
6059,7,0,3,0,2,0,1,6,3,1,0
6060,1,1,0,1,0,0,1,6,3,1,0
6061,1,2,5,0,2,0,1,6,3,1,0
6062,1,1,0,0,0,0,1,6,3,1,0
6063,0,0,6,0,0,0,1,6,3,1,0
6064,4,2,0,0,0,0,1,6,3,1,0
6065,1,2,2,0,0,0,1,6,3,1,0
6066,0,2,3,0,0,0,1,6,3,1,0
6067,0,1,6,1,0,0,1,6,3,1,0
6068,1,1,0,0,0,0,1,6,3,1,0
6069,6,2,6,0,2,0,1,6,3,1,0
6070,1,2,0,1,0,0,1,6,3,1,0
6071,2,1,3,0,0,0,1,6,3,1,0
6072,1,1,2,1,0,0,1,6,3,1,0
6073,7,1,3,0,0,0,1,6,3,1,0
6074,1,1,2,1,0,2,1,6,3,1,0
6075,1,2,3,0,2,0,1,6,3,1,0
6076,0,0,3,0,0,0,1,6,3,1,0
6077,0,1,3,0,0,0,1,6,3,1,0
6078,1,1,0,1,2,0,1,6,3,1,0
6079,1,1,1,1,0,2,1,6,3,1,0
6080,7,1,3,1,2,0,1,6,3,1,0
6081,1,1,2,0,2,0,1,6,3,1,0
6082,8,2,2,1,2,2,1,6,3,1,0
6083,1,0,1,0,0,0,1,6,3,1,0
6084,1,1,2,0,0,0,1,6,3,1,0
6085,9,1,6,0,0,0,1,6,3,1,0
6086,0,0,3,1,0,0,1,6,3,1,0
6087,1,1,2,0,0,0,1,6,3,1,0
6088,1,1,0,1,2,2,1,6,3,1,0
6089,11,1,3,1,0,0,1,6,3,1,0
6090,0,2,2,1,0,0,1,6,3,1,0
6091,1,2,5,0,0,0,1,6,3,1,0
6092,11,1,6,0,0,0,1,6,3,1,0
6093,1,2,1,1,0,0,1,6,3,1,0
6094,9,1,6,0,2,0,1,6,3,1,0
6095,7,1,3,0,0,0,1,6,3,1,0
6096,9,0,5,0,2,0,1,6,3,1,0
6097,7,1,3,0,0,0,1,6,3,1,0
6098,1,2,2,1,0,0,1,6,3,1,0
6099,7,1,3,0,2,2,1,6,3,1,0
6100,9,1,5,0,0,0,1,6,3,1,0
6101,4,2,6,0,0,0,1,6,3,1,0
6102,7,1,3,0,2,0,1,6,3,1,0
6103,11,1,3,1,2,0,1,6,3,1,0
6104,0,1,3,0,0,0,1,6,3,1,1
6105,0,2,6,0,2,0,1,6,3,1,0
6106,5,1,0,0,2,2,1,6,3,1,0
6107,2,0,6,0,0,0,1,6,3,1,0
6108,1,1,2,1,0,0,1,6,3,1,0
6109,6,1,6,1,2,0,1,6,3,1,0
6110,1,1,0,1,0,0,1,6,3,1,0
6111,9,1,1,0,0,2,1,6,3,1,0
6112,6,1,6,0,0,2,1,6,3,1,0
6113,0,1,3,0,0,0,1,6,3,1,0
6114,1,1,0,0,2,0,1,6,3,1,0
6115,1,2,0,0,0,0,1,6,3,1,0
6116,9,1,1,0,0,2,1,6,3,1,0
6117,6,1,3,0,2,0,1,6,3,1,0
6118,1,1,3,1,2,0,1,6,3,1,0
6119,1,2,7,0,0,0,1,6,3,1,0
6120,7,2,2,0,0,0,1,6,3,1,0
6121,5,1,6,0,2,2,1,6,3,1,0
6122,9,1,2,1,0,0,1,6,3,1,0
6123,0,2,6,0,0,0,1,6,3,1,0
6124,7,1,3,0,2,0,1,6,3,1,0
6125,9,1,5,1,2,0,1,6,3,1,0
6126,10,1,0,0,2,0,1,6,3,1,0
6127,9,1,5,0,2,0,1,6,3,1,0
6128,1,2,2,1,2,0,1,6,3,1,0
6129,0,1,3,0,2,0,1,6,3,1,0
6130,0,0,3,0,0,0,1,6,3,1,0
6131,1,1,0,1,0,0,1,6,3,1,0
6132,0,1,2,0,0,0,1,6,3,1,0
6133,4,1,3,1,0,0,1,6,3,1,0
6134,2,2,5,0,0,0,1,6,3,1,0
6135,6,1,2,0,0,0,1,6,3,1,0
6136,1,2,2,0,2,0,1,6,3,1,0
6137,6,1,1,1,2,0,1,6,3,1,0
6138,1,0,2,1,0,0,1,6,3,1,0
6139,1,0,0,0,0,0,1,6,3,1,0
6140,4,1,6,0,2,0,1,6,3,1,0
6141,7,2,3,1,0,0,1,6,3,1,0
6142,4,0,6,0,0,0,1,6,3,1,0
6143,1,1,2,0,0,0,1,6,3,1,1
6144,9,2,6,0,2,2,1,6,3,1,0
6145,9,2,6,0,0,0,1,6,3,1,0
6146,9,0,2,0,0,0,1,6,3,1,0
6147,1,1,0,1,2,0,1,6,3,1,0
6148,4,0,6,0,0,0,1,6,3,1,0
6149,0,2,6,0,0,0,1,6,3,1,0
6150,0,1,6,1,0,0,1,6,3,1,0
6151,7,1,5,0,0,0,1,6,3,1,0
6152,1,1,2,0,2,0,1,6,3,1,0
6153,0,2,6,0,0,2,1,6,3,1,0
6154,1,2,3,0,2,0,1,6,3,1,0
6155,1,1,2,1,0,0,1,6,3,1,0
6156,9,1,5,0,0,0,1,6,3,1,0
6157,0,1,3,0,1,1,1,6,3,1,0
6158,1,1,1,0,0,0,1,6,3,1,0
6159,9,1,5,0,0,0,1,6,3,1,0
6160,5,0,3,1,2,0,1,6,3,1,0
6161,11,2,2,1,2,0,1,6,3,1,0
6162,1,1,5,0,0,0,1,6,3,1,0
6163,10,2,2,1,2,0,1,6,3,1,0
6164,4,2,6,0,2,0,1,6,3,1,1
6165,0,1,3,0,2,0,1,6,3,1,0
6166,7,1,3,0,2,0,1,6,3,1,0
6167,1,1,2,0,2,0,1,6,3,1,0
6168,1,1,0,1,0,0,1,6,3,1,0
6169,4,1,6,1,0,0,1,6,3,1,0
6170,0,2,1,0,2,0,1,6,3,1,0
6171,4,2,6,0,0,0,1,6,3,1,0
6172,1,1,0,1,2,0,1,6,3,1,0
6173,3,1,0,0,2,0,1,6,3,1,0
6174,4,0,6,0,0,2,1,6,3,1,0
6175,1,1,2,0,2,0,1,6,3,1,0
6176,9,1,5,1,0,0,1,6,3,1,0
6177,1,1,5,0,0,2,1,6,3,1,0
6178,0,0,6,0,2,0,1,6,3,1,0
6179,7,1,3,0,2,0,1,6,3,1,0
6180,0,1,6,0,2,0,1,6,3,1,0
6181,1,1,2,1,0,0,1,6,3,1,0
6182,0,1,7,0,0,0,1,6,3,1,0
6183,7,1,3,1,0,0,1,6,3,1,0
6184,7,2,5,0,0,2,1,6,3,1,0
6185,7,1,3,1,2,2,1,6,3,1,0
6186,4,1,2,0,2,0,1,6,3,1,0
6187,9,1,5,0,0,0,1,6,3,1,0
6188,0,1,3,0,0,0,1,6,3,1,0
6189,1,2,2,0,0,0,1,6,3,1,0
6190,3,1,0,0,0,0,1,6,3,1,0
6191,1,1,5,0,2,0,1,6,3,1,0
6192,7,1,3,1,0,0,1,6,3,1,0
6193,0,1,3,0,0,0,1,6,3,1,0
6194,2,0,3,0,2,0,1,6,3,1,0
6195,1,1,2,0,0,0,1,6,3,1,0
6196,6,1,6,0,0,0,1,6,3,1,0
6197,9,1,5,0,0,0,1,6,3,1,0
6198,1,2,3,0,0,2,1,6,3,1,0
6199,9,1,5,0,2,0,1,6,3,1,0
6200,0,1,3,0,2,0,1,6,3,1,0
6201,7,1,1,0,0,0,1,6,3,1,0
6202,1,1,1,0,2,0,1,6,3,1,0
6203,7,1,3,0,0,2,1,6,3,1,0
