,White_King_file,White_King_rank,White_Rook_file,White_Rook_rank,Black_King_file,Black_King_rank,class
4767,2,1,3,8,5,3,0
4768,1,1,5,1,0,8,0
4769,3,2,0,7,7,6,0
4770,2,1,6,3,0,3,0
4771,2,3,7,5,5,1,0
4772,1,1,2,2,3,8,0
4773,3,2,5,4,3,6,0
4774,3,1,2,3,0,4,0
4775,3,2,7,1,2,4,0
4776,1,1,3,1,4,2,0
4777,3,1,0,3,1,1,0
4778,2,2,1,7,5,2,0
4779,3,2,4,6,5,8,0
4780,3,2,6,5,0,8,0
4781,3,3,7,1,5,3,0
4782,3,4,7,8,7,4,0
4783,2,1,5,6,5,2,0
4784,3,4,4,8,6,2,0
4785,0,1,4,1,6,4,0
4786,2,3,4,5,4,2,0
4787,3,2,7,1,3,4,0
4788,3,2,6,2,6,5,0
4789,2,1,5,7,6,7,0
4790,3,2,3,3,5,5,0
4791,2,2,4,6,4,1,0
4792,0,1,3,4,7,1,0
4793,3,3,1,1,6,2,0
4794,3,2,0,5,0,8,0
4795,3,3,2,8,7,2,0
4796,1,2,5,1,7,2,0
4797,3,4,0,6,6,4,0
4798,2,1,1,4,0,8,0
4799,2,1,5,3,1,6,0
4800,3,2,0,4,4,7,0
4801,2,1,1,6,4,7,0
4802,2,3,7,7,7,5,0
4803,3,1,0,4,0,1,0
4804,1,2,6,7,7,2,0
4805,2,3,3,4,6,4,0
4806,1,1,5,3,1,4,0
4807,3,3,1,8,4,7,0
4808,3,2,6,1,0,1,0
4809,2,2,5,7,5,2,0
4810,1,1,4,8,0,4,0
4811,3,1,3,2,2,7,0
4812,3,3,4,2,3,7,0
4813,2,2,5,6,5,3,0
4814,2,1,4,7,2,4,0
4815,1,2,4,3,5,2,0
4816,2,3,0,6,7,5,0
4817,3,2,0,3,5,7,0
4818,3,1,6,6,7,3,0
4819,3,4,4,7,7,5,0
4820,0,1,3,4,7,2,0
4821,2,3,6,7,5,3,0
4822,2,2,4,6,0,7,0
4823,3,2,2,1,5,2,0
4824,3,4,5,8,7,3,0
4825,3,1,6,4,6,2,0
4826,3,2,4,3,7,5,0
4827,1,1,6,3,2,8,0
4828,3,3,6,3,1,5,0
4829,2,2,3,8,5,4,0
4830,1,2,0,4,4,2,0
4831,3,4,1,6,6,3,0
4832,2,1,3,8,7,2,0
4833,3,3,2,3,7,2,0
4834,3,2,3,1,2,4,0
4835,1,1,2,3,3,2,0
4836,3,1,3,7,3,3,0
4837,3,2,7,4,0,7,0
4838,2,1,6,5,4,3,0
4839,3,1,4,3,7,4,0
4840,1,1,6,6,6,8,0
4841,1,2,4,3,7,2,0
4842,0,1,4,3,2,1,0
4843,1,1,5,5,5,8,0
4844,2,3,0,1,7,3,0
4845,3,2,2,4,2,8,0
4846,2,1,7,7,3,3,0
4847,0,1,0,8,7,3,0
4848,2,3,0,7,6,4,0
4849,3,4,4,7,7,2,0
4850,3,1,3,5,7,4,0
4851,2,1,4,5,6,3,0
4852,3,4,3,7,7,5,0
4853,2,1,3,5,5,8,0
4854,3,1,3,8,7,6,0
4855,2,1,4,3,2,7,0
4856,2,3,3,5,6,3,0
4857,2,1,4,6,3,6,0
4858,3,1,5,1,7,6,0
4859,2,2,0,5,0,8,0
4860,3,1,4,8,5,8,0
4861,3,1,6,2,2,6,0
4862,2,3,1,2,7,4,0
4863,0,1,5,6,7,6,0
4864,3,1,7,7,6,7,0
4865,3,2,4,7,3,4,0
4866,3,1,3,2,5,4,0
4867,1,2,2,2,7,3,0
4868,2,2,3,5,1,6,0
4869,3,1,2,4,7,5,0
4870,2,2,7,5,4,8,0
4871,1,2,0,1,5,6,0
4872,3,2,3,4,7,8,0
4873,3,1,3,2,4,6,0
4874,2,2,3,7,0,4,0
4875,0,1,4,3,3,4,0
4876,2,1,5,2,4,6,0
4877,0,1,4,3,7,8,0
4878,2,2,5,4,6,3,0
4879,1,1,0,1,3,7,0
4880,3,1,7,7,0,8,0
4881,3,1,3,8,4,4,0
4882,3,1,3,7,5,4,0
4883,3,2,7,2,2,7,0
4884,1,1,1,7,4,7,0
4885,2,2,6,1,2,5,0
4886,2,1,2,3,0,8,0
4887,2,2,3,7,0,5,0
4888,3,1,7,8,4,5,0
4889,3,1,7,6,6,6,0
4890,3,2,3,7,6,6,0
4891,3,3,3,5,6,6,0
4892,0,1,5,1,6,3,0
4893,1,2,7,2,6,7,0
4894,3,4,1,8,6,2,0
4895,3,3,4,8,4,6,0
4896,3,1,2,2,1,3,0
4897,3,1,4,3,1,4,0
4898,3,3,3,2,6,6,0
4899,2,2,5,5,3,5,0
4900,1,2,0,6,4,1,0
4901,2,2,4,8,5,7,0
4902,3,3,6,6,6,1,0
4903,3,2,2,8,4,4,0
4904,2,1,1,1,1,6,0
4905,2,2,3,6,5,5,0
4906,3,2,0,1,6,2,0
4907,1,1,7,8,6,3,0
4908,2,1,0,1,1,8,0
4909,3,2,6,6,1,8,0
4910,3,1,3,5,6,5,0
4911,2,1,2,2,7,3,0
4912,3,2,7,5,0,6,0
4913,1,1,2,4,7,6,0
4914,0,1,3,1,2,2,0
4915,3,2,4,7,5,1,0
4916,2,2,4,3,4,7,0
4917,2,2,5,7,3,6,0
4918,0,1,2,3,5,6,0
4919,2,3,3,2,5,5,0
4920,3,3,5,8,1,4,0
4921,3,1,4,4,7,8,0
4922,2,1,3,5,4,8,0
4923,1,1,1,4,2,4,0
4924,3,3,0,3,6,8,0
4925,3,1,2,4,5,1,0
4926,0,1,0,8,7,5,0
4927,1,1,7,1,1,4,0
4928,3,1,1,6,1,3,0
4929,1,1,4,6,7,6,0
4930,3,3,2,5,1,1,0
4931,2,1,2,2,6,7,0
4932,2,2,7,1,4,4,0
4933,1,1,2,7,2,5,0
4934,2,1,4,3,1,6,0
4935,2,3,0,2,7,4,0
4936,3,2,0,5,1,4,0
4937,3,1,1,1,7,6,0
4938,2,2,4,4,4,1,0
4939,1,1,5,2,7,2,0
4940,2,2,5,4,6,1,0
4941,1,1,5,8,6,5,0
4942,3,1,6,2,4,5,0
4943,1,1,2,7,2,3,0
4944,2,1,5,1,5,5,0
4945,3,3,6,3,6,2,0
4946,2,1,3,7,3,6,0
4947,3,3,7,8,3,6,0
4948,1,1,2,3,7,2,0
4949,3,3,5,2,2,7,0
4950,1,2,0,1,4,4,0
4951,1,1,2,8,6,2,0
4952,1,1,6,7,3,5,0
4953,1,1,4,8,2,3,0
4954,3,3,4,3,6,7,0
4955,3,3,5,6,7,1,0
4956,1,1,2,2,3,2,0
4957,2,2,2,4,3,4,0
4958,2,2,6,4,0,8,0
4959,1,2,6,6,7,7,0
4960,3,1,4,7,5,1,0
4961,3,1,6,8,7,2,0
4962,2,2,7,4,6,1,0
4963,2,2,0,4,5,6,0
4964,0,1,5,1,3,3,0
4965,3,2,0,8,6,1,0
4966,2,2,4,1,1,4,0
4967,3,1,5,8,1,4,0
4968,2,3,4,4,6,1,0
4969,2,3,7,8,5,2,0
4970,2,3,5,5,7,3,0
4971,1,1,6,1,5,5,0
4972,3,1,6,6,4,7,0
4973,2,1,1,5,2,4,0
4974,1,2,7,1,6,4,0
4975,2,2,6,5,1,4,0
4976,2,3,7,4,3,1,0
4977,3,2,0,3,3,6,0
4978,1,1,4,6,7,2,0
4979,3,2,5,8,1,7,0
4980,3,1,5,1,5,2,0
4981,3,1,1,1,2,8,0
4982,3,3,5,4,2,6,0
4983,0,1,5,4,7,3,0
4984,3,1,5,3,2,8,0
4985,3,2,3,4,1,2,0
4986,1,1,7,3,3,3,0
4987,3,1,3,3,0,2,0
4988,2,2,2,8,0,6,0
4989,1,1,3,6,6,8,0
4990,3,2,2,6,7,1,0
4991,3,3,6,1,6,2,0
4992,2,2,2,7,7,3,0
4993,3,2,6,2,3,5,0
4994,3,3,0,3,6,7,0
4995,0,1,7,3,4,2,0
4996,2,3,6,8,7,7,0
4997,1,1,2,7,6,5,0
4998,1,1,6,7,7,6,0
4999,1,1,3,3,2,7,0
5000,3,4,7,8,2,1,0
5001,2,1,0,8,7,2,0
5002,1,1,2,6,0,3,0
5003,3,4,5,7,6,4,0
5004,0,1,6,2,5,2,0
5005,2,2,3,3,3,7,0
5006,2,1,0,6,5,8,0
5007,1,2,1,3,7,4,0
5008,3,3,6,2,2,7,0
5009,0,1,5,6,3,1,0
5010,0,1,5,5,4,1,0
5011,3,2,7,4,6,4,0
5012,2,1,6,7,4,8,0
5013,2,2,6,4,4,8,0
5014,2,2,5,3,0,5,0
5015,1,2,7,6,7,8,0
5016,3,3,3,4,3,8,0
5017,2,2,7,3,6,1,0
5018,2,3,6,6,7,5,0
5019,3,4,4,8,4,1,0
5020,2,1,1,4,7,7,0
5021,2,1,5,8,3,6,0
5022,2,3,0,5,4,4,0
5023,1,1,2,8,5,4,0
5024,3,4,7,7,5,1,0
5025,1,1,2,3,0,3,0
5026,3,2,6,5,0,2,0
5027,2,3,0,8,1,1,0
5028,1,2,0,2,7,7,0
5029,1,1,1,7,5,5,0
5030,2,3,0,5,6,6,0
5031,3,3,7,1,6,6,0
5032,1,1,2,3,6,1,0
5033,3,4,6,6,4,1,0
5034,3,1,3,3,5,7,0
5035,1,1,1,7,6,6,0
5036,1,1,1,7,5,7,0
5037,1,2,4,1,4,2,0
5038,3,3,2,5,1,8,0
5039,2,1,5,5,4,8,0
5040,2,2,3,5,3,7,0
5041,3,3,4,7,6,7,0
5042,3,2,4,1,0,1,0
5043,3,1,6,1,7,6,0
5044,2,2,1,1,1,8,0
5045,2,2,2,7,4,6,0
5046,3,1,3,6,0,8,0
5047,1,1,7,6,7,1,0
5048,1,1,0,8,4,1,0
5049,2,1,6,6,6,4,0
5050,3,3,0,5,1,5,0
5051,2,3,4,2,5,5,0
5052,1,1,5,4,3,3,0
5053,3,1,2,1,1,5,0
5054,3,1,7,2,1,3,0
5055,3,1,4,5,3,3,0
5056,3,3,2,1,0,2,0
5057,2,1,3,3,4,3,0
5058,3,4,7,5,5,5,0
5059,3,2,2,7,6,2,0
5060,2,1,2,4,7,4,0
5061,2,3,3,6,7,4,0
5062,2,3,1,5,7,3,0
5063,2,3,2,1,6,3,0
5064,3,3,6,1,6,6,0
5065,2,2,1,1,5,6,0
5066,2,1,3,6,2,6,0
5067,2,1,3,1,6,3,0
5068,2,1,1,3,4,1,0
5069,2,2,6,4,0,4,0
5070,2,1,2,8,4,6,0
5071,1,1,2,5,6,6,0
5072,3,3,4,8,4,7,0
5073,2,3,5,3,7,5,0
5074,3,3,5,8,3,7,0
5075,2,1,1,4,1,7,0
5076,2,1,1,2,5,5,0
5077,1,1,0,3,7,7,0
5078,1,2,6,8,7,1,0
5079,3,4,4,5,6,1,0
5080,2,1,6,5,5,3,0
5081,2,2,4,2,0,4,0
5082,2,1,0,4,6,4,0
5083,3,1,6,3,5,3,0
5084,3,1,2,6,0,2,0
5085,0,1,1,1,4,1,0
5086,3,3,0,8,6,2,0
5087,3,3,3,5,7,1,0
5088,2,1,4,8,3,3,0
5089,0,1,0,2,5,1,0
5090,3,3,5,7,5,5,0
5091,1,2,4,2,6,1,0
5092,3,1,6,7,2,4,0
5093,2,2,4,4,1,4,0
5094,2,1,7,3,3,8,0
5095,3,1,7,7,5,1,0
5096,3,3,7,6,0,7,0
5097,2,1,3,5,2,5,0
5098,3,3,1,1,7,3,0
5099,2,2,7,7,0,7,0
5100,3,3,1,7,5,2,0
5101,2,1,6,8,6,2,0
5102,3,3,6,4,6,6,0
5103,1,1,1,4,4,5,0
5104,3,2,4,7,1,6,0
5105,1,2,7,4,7,6,0
5106,2,2,1,7,7,1,0
5107,3,1,1,1,0,5,0
5108,2,1,5,3,0,8,0
5109,3,3,4,4,1,1,0
5110,2,1,5,4,3,4,0
5111,1,1,3,2,5,6,0
5112,3,3,3,8,0,6,0
5113,1,1,0,6,0,7,0
5114,2,1,4,3,5,3,0
5115,1,1,3,2,1,5,0
5116,3,1,4,5,5,8,0
5117,0,1,5,5,2,3,0
5118,1,1,4,1,0,7,0
5119,2,3,5,2,5,3,0
5120,3,3,0,6,7,7,0
5121,2,2,2,3,2,8,0
5122,3,1,5,7,5,8,0
5123,3,2,5,2,0,4,0
5124,2,3,5,5,6,1,0
5125,2,2,1,6,6,2,0
5126,1,1,3,7,4,2,0
5127,2,2,3,2,6,3,0
5128,2,1,1,8,5,6,0
5129,1,1,7,8,7,2,0
5130,3,2,2,6,7,6,0
5131,1,1,3,4,6,7,0
5132,2,3,2,6,7,6,0
5133,3,1,3,3,7,8,0
5134,3,3,5,4,7,2,0
5135,3,2,0,5,1,2,0
5136,3,1,2,6,4,8,0
5137,3,2,1,8,2,6,0
5138,2,1,5,4,6,8,0
5139,1,2,3,6,4,2,0
5140,1,1,6,7,0,3,0
5141,3,1,4,7,1,5,0
5142,0,1,2,1,3,4,0
5143,3,3,1,6,3,7,0
5144,1,1,7,6,1,3,0
5145,3,3,5,4,6,5,0
5146,0,1,5,5,3,4,0
5147,1,2,3,6,6,1,0
5148,2,2,2,3,3,4,0
5149,3,1,7,2,5,1,0
5150,0,1,2,1,5,5,0
5151,3,2,5,6,6,8,0
5152,3,1,5,7,1,2,0
5153,1,1,6,3,4,4,0
5154,2,3,1,5,7,4,0
5155,2,3,0,3,6,6,0
5156,2,2,0,6,0,4,0
5157,3,1,2,3,2,6,0
5158,1,1,3,4,5,1,0
5159,3,2,0,1,6,1,0
5160,2,2,0,6,7,8,0
5161,2,1,6,2,2,4,0
5162,2,2,1,8,4,6,0
5163,3,3,1,5,7,7,0
5164,2,1,6,5,5,8,0
5165,2,3,2,2,5,6,0
5166,2,2,4,1,2,6,0
5167,2,2,5,4,5,2,0
5168,1,2,6,3,5,2,0
5169,3,1,1,6,2,8,0
5170,2,3,2,7,7,2,0
5171,0,1,4,8,7,7,0
5172,2,1,7,6,2,8,0
5173,1,2,1,8,4,4,0
5174,3,1,1,6,6,5,0
5175,3,2,5,6,5,7,0
5176,3,2,0,2,6,3,0
5177,3,1,2,5,4,5,0
5178,2,3,6,2,6,4,0
5179,2,2,1,1,3,7,0
5180,3,3,5,2,5,6,0
5181,2,2,3,4,0,5,0
5182,1,1,1,8,7,3,0
5183,3,3,7,8,1,3,0
5184,3,4,0,3,7,1,0
5185,2,2,1,3,3,6,0
5186,1,2,0,4,5,5,0
5187,3,2,6,5,1,6,0
5188,3,3,6,8,1,8,0
5189,2,2,4,2,5,7,0
5190,3,3,5,6,7,5,0
5191,3,3,7,7,1,2,0
5192,1,1,7,4,0,3,0
5193,3,1,7,5,3,3,0
5194,2,1,4,1,3,5,0
5195,3,3,7,8,5,3,0
5196,1,1,0,1,3,6,0
5197,3,3,2,2,2,1,0
5198,3,1,6,1,1,4,0
5199,3,4,5,8,6,5,0
5200,2,1,3,8,3,4,0
5201,3,3,5,6,0,6,0
5202,3,1,5,8,1,6,0
5203,1,1,3,8,5,7,0
5204,0,1,6,6,7,5,0
5205,1,1,5,3,4,5,0
5206,3,4,4,3,6,1,0
5207,1,1,0,5,3,5,0
5208,3,2,5,7,2,8,0
5209,1,1,4,8,1,4,0
5210,1,2,3,1,6,1,0
5211,1,1,4,7,6,8,0
5212,3,2,3,6,2,7,0
5213,2,1,1,6,6,6,0
5214,0,1,0,4,7,3,0
5215,3,1,1,2,7,5,0
5216,3,1,2,3,7,4,0
5217,0,1,6,8,3,2,0
5218,3,3,0,3,1,1,0
5219,1,1,5,7,5,8,0
5220,2,1,3,4,1,3,0
5221,0,1,7,5,4,1,0
5222,1,2,1,6,6,6,0
5223,2,1,4,6,3,8,0
5224,2,3,1,4,7,1,0
5225,3,3,7,8,6,4,0
5226,1,1,5,4,0,3,0
5227,3,1,1,7,0,7,0
5228,3,3,6,7,1,1,0
5229,2,2,4,5,7,4,0
5230,2,1,7,4,5,5,0
5231,2,2,2,7,7,4,0
5232,3,3,6,7,6,4,0
5233,3,2,3,3,6,5,0
5234,2,2,7,6,2,4,0
5235,1,1,3,5,5,8,0
5236,3,1,5,6,4,3,0
5237,3,4,7,1,4,1,0
5238,3,1,7,3,6,6,0
5239,3,2,5,2,1,2,0
5240,2,1,7,3,4,5,0
5241,1,2,0,7,4,4,0
5242,3,3,5,1,6,1,0
5243,2,2,6,5,2,7,0
5244,3,2,1,8,5,5,0
5245,1,2,5,5,4,1,0
5246,2,2,4,6,4,8,0
5247,3,4,1,5,7,4,0
5248,1,2,4,6,7,1,0
5249,3,2,0,1,3,5,0
5250,3,4,3,6,6,3,0
5251,1,1,7,7,0,7,0
5252,2,1,5,4,0,7,0
5253,0,1,3,4,5,4,0
5254,1,1,5,5,4,1,0
5255,2,2,6,8,5,2,0
5256,3,2,1,4,5,8,0
5257,2,1,1,5,6,1,0
5258,2,2,3,4,6,2,0
5259,3,2,3,8,5,5,0
5260,2,1,1,3,1,8,0
5261,0,1,5,6,2,1,0
5262,2,2,7,5,4,7,0
5263,3,2,4,5,6,5,0
5264,3,3,6,6,4,8,0
5265,0,1,1,2,7,4,0
5266,3,3,3,6,0,2,0
5267,0,1,6,4,7,3,0
5268,2,1,0,4,5,4,0
5269,2,2,3,4,5,6,0
5270,3,2,5,7,7,4,0
5271,2,2,5,6,2,4,0
5272,3,1,6,5,7,4,0
5273,0,1,7,7,3,1,0
5274,3,1,0,7,5,2,0
5275,0,1,3,2,3,3,0
5276,0,1,2,1,2,3,0
5277,0,1,2,7,6,6,0
5278,3,1,5,5,0,5,0
5279,1,1,0,2,7,4,0
5280,3,2,1,7,1,1,0
5281,3,1,2,6,6,4,0
5282,0,1,6,3,2,1,0
5283,2,3,3,1,7,1,0
5284,2,1,0,5,0,4,0
5285,2,1,7,7,7,3,0
5286,2,1,3,7,0,5,0
5287,1,1,0,4,4,2,0
5288,1,1,5,4,3,1,0
5289,1,2,7,7,4,2,0
5290,1,1,3,2,7,7,0
5291,3,2,5,2,7,1,0
5292,2,1,2,3,5,2,0
5293,1,2,0,7,7,4,0
5294,2,2,1,3,1,5,0
5295,2,1,3,8,2,8,0
5296,1,1,1,3,3,8,0
5297,2,2,7,4,6,8,0
5298,3,2,2,4,0,5,0
5299,2,1,3,4,7,7,0
5300,2,1,0,5,6,1,0
5301,3,4,7,3,7,7,0
5302,1,1,1,3,3,6,0
5303,1,1,5,2,5,6,0
5304,3,1,4,7,1,4,0
5305,3,1,0,2,1,2,0
5306,2,3,7,5,5,2,0
5307,1,1,3,3,7,1,0
5308,3,1,1,4,5,8,0
5309,1,1,1,2,6,1,0
5310,2,3,1,6,5,4,0
5311,3,3,4,2,5,3,0
5312,3,2,1,3,5,4,0
5313,1,1,2,8,7,5,0
5314,3,2,6,8,6,5,0
5315,3,1,1,3,2,8,0
5316,3,4,5,2,6,4,0
5317,3,3,7,5,7,7,0
5318,1,2,1,3,5,5,0
5319,2,2,7,7,3,7,0
5320,3,1,7,5,0,7,0
5321,3,1,3,7,3,4,0
5322,1,1,0,2,5,6,0
5323,3,2,4,4,7,7,0
5324,2,1,5,4,7,1,0
5325,3,2,3,4,6,4,0
5326,3,1,5,8,7,2,0
5327,0,1,2,1,4,3,0
5328,2,1,0,8,5,2,0
5329,2,1,4,2,5,1,0
5330,3,1,2,8,0,1,0
5331,3,2,3,5,5,7,0
5332,3,2,2,2,3,7,0
5333,2,2,5,2,2,4,0
5334,1,1,3,7,0,8,0
5335,3,2,7,5,3,7,0
5336,3,4,7,4,7,6,0
5337,2,3,0,5,2,1,0
5338,3,3,7,3,2,1,0
5339,2,1,0,8,5,7,0
5340,3,2,5,2,6,4,0
5341,2,2,3,5,0,6,0
5342,0,1,5,4,7,6,0
5343,3,2,5,4,6,2,0
5344,3,1,3,6,1,8,0
5345,2,1,0,6,5,3,0
5346,2,2,1,5,4,2,0
5347,1,1,2,8,2,4,0
5348,2,3,2,5,4,3,0
5349,0,1,7,8,3,4,0
5350,1,1,6,4,7,8,0
5351,2,1,4,5,5,5,0
5352,3,2,5,5,2,6,0
5353,1,1,5,3,7,6,0
5354,3,4,2,7,4,2,0
5355,2,1,7,7,6,6,0
5356,1,1,2,6,0,8,0
5357,1,1,1,3,6,3,0
5358,1,2,0,8,4,4,0
5359,3,2,7,7,0,8,0
5360,3,1,2,4,2,3,0
5361,3,1,3,8,2,5,0
5362,3,2,4,2,5,4,0
5363,3,4,3,3,3,1,0
5364,1,1,0,4,0,7,0
5365,3,1,1,3,5,1,0
5366,3,2,4,6,5,3,0
5367,3,4,7,5,7,3,0
5368,3,1,7,8,4,7,0
5369,3,4,4,2,7,1,0
5370,3,2,6,3,6,4,0
5371,2,1,4,5,1,7,0
5372,2,1,3,3,0,2,0
5373,3,2,2,7,6,5,0
5374,2,1,0,1,4,3,0
5375,2,2,5,6,6,6,0
5376,3,2,7,4,6,5,0
5377,3,4,6,5,2,1,0
5378,1,1,6,6,5,7,0
5379,3,3,4,5,7,5,0
5380,0,1,7,5,6,1,0
5381,2,2,1,4,0,8,0
5382,3,4,2,6,7,6,0
5383,3,2,5,1,4,7,0
5384,2,2,7,8,6,8,0
5385,1,1,6,2,5,2,0
5386,2,1,2,2,6,6,0
5387,3,2,4,4,1,3,0
5388,3,3,3,6,5,3,0
5389,2,2,1,2,6,8,0
5390,2,1,2,3,5,4,0
5391,2,3,6,8,7,1,0
5392,3,3,4,3,5,5,0
5393,1,2,2,6,3,2,0
5394,1,1,4,1,3,4,0
5395,1,1,6,5,0,4,0
5396,3,1,5,6,2,3,0
5397,1,2,0,7,7,3,0
5398,3,3,3,6,5,2,0
5399,3,3,1,8,7,6,0
5400,2,1,6,5,6,2,0
5401,2,1,0,8,6,5,0
5402,2,2,5,1,1,8,0
5403,2,1,6,6,7,3,0
5404,0,1,4,1,6,7,0
5405,2,3,4,1,5,2,0
5406,3,2,7,4,1,5,0
5407,3,4,7,6,1,1,0
5408,2,2,2,6,0,5,0
5409,1,2,4,4,6,1,0
5410,1,2,5,2,7,2,0
5411,3,1,3,8,4,5,0
5412,2,2,5,8,3,4,0
5413,3,4,5,3,7,2,0
5414,3,3,4,3,2,7,0
5415,2,1,2,8,0,6,0
5416,0,1,5,1,6,4,0
5417,3,3,0,2,3,7,0
5418,1,1,1,6,3,7,0
5419,2,1,1,3,4,4,0
5420,1,1,7,7,6,6,0
5421,1,1,6,7,2,4,0
5422,3,2,1,8,2,7,0
5423,3,3,7,7,2,8,0
5424,2,1,3,5,5,3,0
5425,1,1,0,3,0,6,0
5426,3,2,6,2,5,1,0
5427,3,3,6,2,1,1,0
5428,2,1,3,5,1,6,0
5429,0,1,0,5,6,6,0
5430,3,3,1,5,5,8,0
5431,2,2,0,6,7,7,0
5432,1,2,1,6,7,5,0
5433,3,2,5,6,3,7,0
5434,2,3,2,5,7,7,0
5435,3,3,4,7,0,3,0
5436,2,2,5,6,5,5,0
5437,3,2,3,8,0,4,0
5438,3,1,2,1,4,3,0
5439,0,1,5,1,5,2,0
5440,3,1,0,4,3,5,0
5441,3,2,6,8,3,4,0
5442,3,3,2,8,3,8,0
5443,3,2,7,4,2,6,0
5444,0,1,6,3,7,3,0
5445,3,3,4,4,0,7,0
5446,2,2,0,5,2,8,0
5447,2,1,5,1,0,2,0
5448,2,1,7,6,5,5,0
5449,1,1,3,3,7,5,0
5450,3,4,2,3,4,1,0
5451,3,4,7,3,5,2,0
5452,2,2,5,6,0,2,0
5453,3,1,5,4,5,1,0
5454,3,2,6,4,7,2,0
5455,3,3,6,4,0,5,0
5456,2,2,1,6,5,1,0
5457,3,2,3,5,0,7,0
5458,1,1,3,7,3,4,0
5459,3,1,4,1,7,8,0
5460,2,1,6,4,7,1,0
5461,3,3,3,8,6,4,0
5462,1,2,2,4,6,3,0
5463,1,1,6,2,7,6,0
5464,2,2,3,6,4,3,0
5465,3,2,3,3,6,8,0
5466,2,2,4,3,7,8,0
5467,1,2,7,3,6,1,0
5468,3,2,2,8,7,7,0
5469,3,3,7,6,0,6,0
5470,0,1,3,7,7,1,0
5471,2,2,4,7,2,7,0
5472,2,1,7,3,5,2,0
5473,2,2,1,6,2,4,0
5474,2,3,2,4,2,1,0
5475,3,2,6,3,6,8,0
5476,3,2,2,8,0,7,0
5477,1,1,4,6,0,8,0
5478,0,1,1,3,4,3,0
5479,2,2,5,5,2,6,0
5480,3,2,4,7,2,5,0
5481,2,1,6,4,4,1,0
5482,3,2,7,7,1,3,0
5483,2,2,0,2,6,3,0
5484,3,2,5,7,0,7,0
5485,2,3,3,3,3,1,0
5486,2,1,1,3,6,7,0
5487,2,1,1,7,0,7,0
5488,3,2,6,6,7,5,0
5489,2,2,2,3,4,3,0
5490,1,1,7,1,3,8,0
5491,1,1,0,6,5,5,0
5492,2,3,7,5,6,1,0
5493,3,3,7,5,6,6,0
5494,2,1,2,7,6,3,0
5495,2,2,0,5,2,5,0
5496,1,2,1,6,7,7,0
5497,3,3,7,2,7,8,0
5498,1,1,6,2,2,5,0
5499,3,3,7,1,0,6,0
5500,2,1,1,6,2,7,0
5501,1,2,1,1,5,4,0
5502,3,1,1,5,0,2,0
5503,1,2,6,5,7,8,0
5504,3,1,1,3,0,7,0
5505,2,3,5,4,4,4,0
5506,2,3,1,7,5,4,0
5507,3,2,7,5,0,2,0
5508,1,1,3,8,4,3,0
5509,3,2,3,3,1,5,0
5510,3,3,7,2,0,8,0
5511,0,1,6,4,7,2,0
5512,3,3,0,1,2,1,0
5513,1,1,5,4,3,7,0
5514,3,3,0,6,1,5,0
5515,2,1,2,6,6,3,0
5516,3,2,4,6,0,4,0
5517,2,1,0,2,0,5,0
5518,1,2,1,6,4,2,0
5519,2,3,1,5,5,4,0
5520,1,1,5,5,4,2,0
5521,3,1,0,4,0,5,0
5522,2,3,2,8,6,4,0
5523,3,2,6,1,5,8,0
5524,1,1,6,8,5,2,0
5525,2,2,1,3,4,7,0
5526,3,2,5,2,4,8,0
5527,3,4,0,1,6,1,0
5528,1,1,7,1,3,7,0
5529,1,1,2,5,5,7,0
5530,1,2,2,4,4,2,0
5531,3,3,0,7,4,5,0
5532,3,3,5,2,6,2,0
5533,2,2,4,3,0,3,0
5534,2,1,3,1,7,6,0
5535,2,1,1,8,5,3,0
5536,3,3,7,1,0,4,0
5537,3,2,7,2,1,2,0
5538,3,2,7,8,3,4,0
5539,3,1,5,4,0,6,0
5540,2,1,2,5,3,4,0
5541,2,3,4,6,4,2,0
5542,2,3,4,4,5,6,0
5543,2,2,5,2,6,3,0
5544,3,2,5,1,1,2,0
5545,1,1,2,4,6,5,0
5546,1,1,3,4,2,8,0
5547,3,1,2,4,7,8,0
5548,1,2,4,6,6,6,0
5549,1,1,4,1,2,8,0
5550,3,4,3,2,6,3,0
5551,2,2,6,3,4,4,0
5552,2,2,1,4,6,2,0
5553,3,2,2,8,2,7,0
5554,3,1,3,8,2,4,0
5555,2,1,3,7,4,3,0
5556,2,1,5,3,2,3,0
5557,2,2,4,3,0,5,0
5558,3,1,3,3,1,8,0
5559,2,3,3,5,4,3,0
5560,3,1,6,2,6,1,0
5561,2,1,2,3,4,5,0
5562,2,2,5,7,5,3,0
5563,3,1,4,4,2,4,0
5564,3,2,6,2,5,4,0
5565,3,1,6,4,0,6,0
5566,2,2,0,5,5,8,0
5567,1,1,3,8,7,3,0
5568,3,3,3,1,3,8,0
5569,1,1,0,5,7,2,0
5570,3,1,7,8,3,6,0
5571,2,2,3,3,2,4,0
5572,3,3,4,6,3,1,0
5573,2,1,6,2,4,7,0
5574,1,1,2,3,6,7,0
5575,1,1,1,2,7,7,0
5576,2,1,7,5,7,7,0
5577,2,2,5,3,0,7,0
5578,0,1,6,5,5,4,0
5579,1,2,3,2,4,2,0
5580,2,1,5,1,4,2,0
5581,3,1,1,6,1,8,0
5582,3,3,5,3,7,7,0
5583,3,4,2,5,2,1,0
5584,3,2,4,3,7,7,0
5585,3,2,4,5,5,3,0
5586,3,3,6,5,0,7,0
